tileswide 32
tileshigh 32
tilewidth 32
tileheight 32

layer 0
10,10,10,10,10,10,10,10,10,8,0,0,0,25,26,27,28,0,0,0,8,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,9,8,8,0,32,29,30,31,0,8,8,8,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,9,9,9,9,8,8,33,34,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,12,12,12,12,12,12,19,22,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,9,9,9,9,9,9,24,23,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,9,9,9,9,9,9,8,17,15,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,
10,10,10,10,10,10,9,9,9,9,9,9,9,8,17,15,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,
10,10,10,10,10,9,9,9,9,9,9,9,9,8,17,15,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,
10,10,10,10,9,9,9,9,9,9,9,9,9,8,14,13,2,18,16,8,8,8,67,68,69,8,8,9,9,9,10,10,
10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,17,15,8,8,0,64,65,66,0,8,9,9,10,10,10,
10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,17,15,8,8,0,61,62,63,0,8,9,9,10,10,10,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,17,15,8,8,0,60,59,58,0,8,9,8,10,10,10,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,17,15,8,8,0,55,56,57,0,8,8,0,10,10,10,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,17,15,8,8,0,0,0,0,0,8,0,0,10,10,10,
9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,17,15,8,8,8,8,8,8,3,0,0,0,10,10,10,
9,9,9,9,9,9,9,8,18,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,13,0,0,0,10,10,10,
9,9,9,9,9,9,9,8,3,9,9,9,9,53,9,9,9,0,0,8,8,8,8,8,8,8,8,0,0,10,10,10,
9,9,9,9,9,9,9,8,3,41,42,42,42,52,42,43,0,0,35,36,8,9,9,9,9,9,9,8,0,10,10,10,
9,9,9,9,9,9,9,8,3,44,45,45,50,45,46,0,0,0,37,38,0,8,9,9,9,9,9,9,8,10,10,10,
9,9,9,9,9,9,9,8,3,47,48,51,48,49,8,0,0,0,39,40,0,8,9,9,9,9,9,9,9,10,10,10,
9,9,9,9,9,9,9,8,3,8,3,54,8,8,9,8,0,0,0,0,8,9,9,9,9,9,9,9,9,9,10,10,
9,9,9,9,9,9,9,8,3,8,14,16,8,9,9,8,0,0,0,8,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,8,3,8,8,3,8,9,9,8,3,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,8,3,8,8,3,8,8,8,8,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,8,14,2,2,13,2,2,2,2,15,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,

layer 1
-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,11,11,11,11,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,70,70,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,11,11,11,-1,-1,11,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,11,11,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,
